101,12
102,1
103,0
104,1
105,12
106,13
107,0
108,1
109,1
110,1
111,16
112,17
113,1
114,0
115,1
116,0
1650,0
1651,1
15011,1
15013,1
15014,1
15020,2
15030,1
15031,1
15033,2
15045,1
15046,1
15075,1
15106,1
15125,1
15148,1
15162,2
15171,13
15180,1
15181,2
15187,1
15198,1
15202,2
15210,1
15216,1
15226,2
15229,1
15230,1
15235,5
15237,1
15240,13
15250,2
15253,2
15255,1
15267,10
15280,2
15288,1
15303,2
15310,1
15314,13
15317,1
15332,10
15340,2
15342,14
15352,1
15355,1
15363,14
15383,1
15384,1
15402,1
15407,1
15408,1
15417,1
15418,2
15423,14
15433,1
15451,1
15452,1
15456,1
15457,1
15460,1
15464,1
15475,1
15486,14
15507,1
15513,13
15517,1
15518,1
15519,1
15522,1
15529,2
15531,1
15545,14
15548,1
15551,1
15559,14
15560,2
15568,1
15569,14
15571,2
15580,2
15585,1
15587,2
15588,14
15593,2
15619,1
15622,1
15628,1
15633,13
15668,1
15672,1
15687,1
15750,14
15783,1
15795,1
15796,1
15801,14
15811,1
15822,1
15823,1
15834,1
15835,2
15837,14
15853,1
15854,1
15855,1
15862,2
15873,2
15890,2
15894,1
15912,13
15917,1
15918,1
15928,1
15945,1
15954,1
15956,1
15970,1
15973,1
15986,1
15987,1
15996,1
16004,14
16005,1
16028,1
16050,1
16056,14
16066,14
16067,1
16073,14
16076,2
16079,2
16087,13
16105,14
16110,6
16117,14
16122,2
16124,13
16137,14
16148,6
16159,1
16160,1
16177,2
16178,1
16182,13
16194,2
16198,13
16202,1
16204,14
16212,2
16220,14
16231,1
16233,1
16251,1
16254,13
16255,2
16258,13
16266,2
16267,13
16271,1
16278,14
16296,1
16317,2
16321,1
16331,14
16338,13
16347,10
16352,1
16357,2
16364,1
16387,14
16394,2
16395,1
16396,1
16399,13
16413,1
16415,14
16416,13
16418,1
16426,2
16437,2
16440,2
16447,1
16491,2
16494,6
16498,1
16517,1
16532,1
16541,1
16552,1
16559,2
16562,1
16563,1
16566,2
16581,1
16594,1
16596,2
16599,2
16626,1
16635,2
16639,1
16643,2
16649,1
16650,1
16654,14
16655,13
16667,13
16671,2
16681,1
16696,2
16707,1
16711,13
16726,1
16737,2
16741,1
16752,2
16765,2
16771,2
16791,1
16802,1
16803,1
16806,2
16809,1
16817,1
16841,1
16843,2
16847,1
16849,13
16854,2
16889,1
16891,1
16892,2
16908,14
16922,2
16935,2
16946,2
16951,1
16959,14
16965,2
16966,2
16969,1
16972,10
16976,13
16977,14
16979,2
16982,2
16986,1
16989,2
16990,1
16991,13
16999,1
17014,13
17027,2
17028,1
17036,1
17046,1
17051,14
17058,1
17060,6
17073,1
17074,13
17075,1
17076,13
17077,14
17087,14
17099,2
17113,1
17119,2
17135,14
17139,2
17142,1
17145,2
17149,2
17155,1
17163,13
17169,14
17170,1
17186,1
17187,1
17198,1
17203,13
17212,1
17213,2
17219,2
17225,1
17226,14
17227,2
17232,1
17237,1
17238,1
17240,1
17248,1
17271,1
17275,1
17279,1
17281,13
17286,1
17290,1
17301,1
17303,13
17332,2
17333,1
17351,1
17369,14
17389,1
17391,1
17394,1
17404,14
17412,1
17417,1
17428,14
17434,1
17438,2
17439,14
17443,1
17451,1
17454,1
17463,14
17470,6
17484,13
17485,14
17498,14
17499,1
17503,2
17516,2
17546,1
17561,2
17579,14
17583,2
17586,13
17589,2
17591,2
17601,1
17609,2
17615,1
17627,1
17628,2
17631,13
17660,1
17668,13
17673,2
17675,13
17679,1
17680,2
17698,1
17703,2
17705,1
17716,14
17733,1
17745,1
17751,13
17752,2
17762,1
17764,10
17768,1
17770,2
17798,1
17808,1
17820,2
17827,14
17838,2
17842,2
17852,2
17853,1
17856,1
17862,1
17869,1
17875,1
17878,1
17881,1
17883,2
17907,1
17917,1
17926,2
17960,1
17962,14
17964,13
17966,1
17973,1
17983,1
17992,1
17994,1
18003,1
18006,13
18010,2
18012,14
18014,1
18016,1
18018,1
18021,1
18024,13
18026,1
18029,1
18032,1
18036,2
18042,2
18048,1
18055,14
18062,6
18066,14
18080,1
18101,2
18102,1
18107,2
18119,1
18123,2
18125,1
18132,1
18136,5
18139,1
18140,1
18143,1
18153,2
18154,2
18162,2
18163,1
18166,1
18188,1
18201,2
18207,1
18210,1
18221,1
18223,1
18231,5
18242,1
18245,14
18251,14
18258,2
18265,1
18291,1
18298,1
18305,1
18306,1
18307,1
18322,1
18330,1
18335,1
18340,1
18346,2
18361,1
18365,1
18373,2
18394,1
18407,2
18410,13
18412,2
18413,1
18424,1
18427,13
18432,13
18449,2
18452,1
18459,1
18464,14
18465,14
18468,1
18476,14
18477,1
18485,1
18489,1
18513,13
18515,1
18529,1
18534,1
18539,1
18546,13
18549,1
18553,33
18562,2
18568,1
18570,2
18575,2
18589,1
18592,1
18595,1
18599,2
18600,1
18610,1
18616,1
18624,2
18625,14
18639,1
18645,14
18648,1
18656,1
18667,1
18678,1
18679,1
18685,1
18695,1
18698,2
18705,1
18718,1
18729,1
18777,1
18784,2
18789,5
18805,14
18817,1
18827,1
18858,1
18871,2
18880,13
18882,1
18891,2
18896,1
18904,1
18911,1
18925,2
18930,1
18932,14
18963,1
18965,2
18974,2
18983,1
18986,13
18996,2
18997,1
19003,1
19007,2
19012,1
19015,2
19017,1
19033,2
19035,2
19055,1
19063,1
19069,2
19070,1
19103,1
19115,1
19120,6
19126,1
19145,2
19151,2
19155,13
19157,1
19158,1
19169,1
19171,1
19175,1
19182,2
19189,1
19201,13
19205,1
19211,1
19214,1
19223,0
19230,1
19232,14
19234,1
19239,2
19255,10
19273,1
19276,1
19277,1
19280,1
19305,1
19309,14
19311,1
19340,13
19347,2
19357,1
19364,1
19366,1
19369,2
19392,14
19400,13
19420,14
19429,1
19439,1
19441,1
19449,2
19458,2
19462,14
19464,1
19472,2
19501,1
19522,1
19525,1
19526,1
19535,2
19548,13
19570,1
19572,1
19575,14
19577,13
19583,14
19590,1
19591,2
19596,1
19602,1
19603,1
19613,1
19619,1
19620,2
19626,2
19635,2
19645,1
19663,13
19664,1
19665,14
19670,1
19674,2
19685,1
19687,13
19693,13
19720,2
19727,2
19739,2
19742,1
19752,14
19765,1
19769,1
19771,1
19777,2
19782,14
19787,1
19793,2
19799,1
19810,1
19816,14
19817,1
19827,13
19830,2
19842,1
19849,2
19851,1
19857,1
19858,1
19864,1
19865,1
19866,2
19873,2
19882,1
19896,1
19899,1
19902,2
19909,1
19915,2
19925,13
19932,1
19941,1
19943,2
19952,2
19959,1
19975,14
19991,14
19992,14
19996,2
19999,1
20019,2
20040,1
20043,14
20047,1
20056,1
20061,2
20074,2
20083,2
20087,1
20089,1
20092,13
20110,2
20113,2
20122,14
20146,2
20168,1
20182,1
20194,2
20197,10
20213,1
20214,1
20218,1
20224,1
20229,14
20241,1
20245,1
20255,13
20264,1
20266,14
20267,1
20269,1
20277,1
20280,1
20297,1
20320,2
20322,14
20333,0
20339,13
20346,1
20348,1
20352,1
20368,2
20369,1
20376,2
20378,1
20380,14
20382,2
20385,2
20388,6
20389,14
20402,1
20404,2
20405,2
20411,1
20412,1
20413,2
20415,1
20417,2
20423,1
20425,1
20426,5
20429,1
20430,2
20433,14
20446,2
20454,2
20460,1
20466,1
20469,1
20471,1
20472,10
20481,13
20482,1
20485,1
20491,1
20497,1
20498,1
20507,1
20510,1
20511,1
20512,2
20521,1
20524,1
20526,1
20527,2
20531,2
20543,1
20559,1
20561,1
20562,1
20570,2
20574,1
20579,1
20597,1
20598,1
20600,1
20606,1
20618,2
20623,2
20639,1
20640,1
20643,2
20650,1
20651,2
20654,2
20658,1
20663,2
20666,1
20680,2
20710,2
20718,1
20723,2
20725,1
20734,1
20743,14
20744,1
20752,1
20759,0
20760,1
20784,2
20808,13
20809,2
20812,2
20814,1
20821,1
20823,13
20838,14
20842,1
20847,1
20849,1
20850,1
20864,2
20870,1
20878,1
20887,2
20888,1
20897,13
20899,10
20900,1
20902,2
20911,2
20943,1
20945,1
20946,2
20949,2
20954,2
20959,2
20960,2
20963,1
20965,1
20967,14
20972,13
20974,13
20977,2
20978,1
20979,1
20983,13
20995,1
20997,2
21011,1
21014,1
21037,1
21039,10
21051,14
21060,2
21061,14
21063,2
21075,5
21076,1
21087,1
21095,1
21108,1
21112,1
21116,1
21126,1
21127,13
21130,2
21136,1
21141,2
21142,1
21172,1
21173,2
21175,14
21186,1
21194,1
21198,1
21201,2
21205,2
21221,6
21224,1
21228,2
21240,1
21247,1
21249,0
21250,5
21259,1
21262,1
21284,1
21291,2
21296,5
21298,1
21308,1
21317,1
21318,2
21324,14
21325,14
21328,14
21334,1
21338,1
21369,2
21383,14
21387,1
21395,5
21399,2
21406,2
21409,14
21415,14
21424,10
21426,14
21430,1
21444,1
21457,14
21458,14
21470,1
21473,1
21488,2
21492,0
21493,1
21496,1
21504,14
21507,1
21515,1
